State_Name,District_Name,Crop_Year,Season,Crop,Temperature,humidity,soil moisture, area,Production
Andhra Pradesh,GUNTUR,2003,Whole Year ,Castor seed,37,40,46,933,1313
Andhra Pradesh,GUNTUR,2003,Whole Year ,Coconut ,36,41,50,111,1840000
Andhra Pradesh,GUNTUR,2003,Whole Year ,Sannhamp,37,42,55,2594,
Andhra Pradesh,GUNTUR,2003,Kharif     ,Arhar/Tur,36,40,54,8861,13805
Andhra Pradesh,GUNTUR,2003,Kharif     ,Bajra,34,45,52,689,758
Andhra Pradesh,GUNTUR,2003,Kharif     ,Brinjal,34,55,62,448,10512
Andhra Pradesh,GUNTUR,2003,Kharif     ,Cabbage,35,50,59,48,592
Andhra Pradesh,GUNTUR,2003,Kharif     ,Cashewnut,25,55,55,152,53
Andhra Pradesh,GUNTUR,2003,Kharif     ,Castor seed,36,35,45,723,1035
Andhra Pradesh,GUNTUR,2003,Kharif     ,Cotton(lint),37,40,46,206374,1075856
Andhra Pradesh,GUNTUR,2003,Kharif     ,Cowpea(Lobia),36,41,50,8,3
Andhra Pradesh,GUNTUR,2003,Kharif     ,Dry chillies,37,42,55,61140,398021
Andhra Pradesh,GUNTUR,2003,Kharif     ,Groundnut,36,40,54,804,1298
Andhra Pradesh,GUNTUR,2003,Kharif     ,Jowar,34,45,52,32,48
Andhra Pradesh,GUNTUR,2003,Kharif     ,Lemon,34,55,62,2147,37512
Andhra Pradesh,GUNTUR,2003,Kharif     ,Maize,35,50,59,367,1215
Andhra Pradesh,GUNTUR,2003,Kharif     ,Mango,25,55,55,789,6592
Andhra Pradesh,GUNTUR,2003,Kharif     ,Moong(Green Gram),36,35,45,177,52
Andhra Pradesh,GUNTUR,2003,Kharif     ,Onion,37,40,46,408,7491
Andhra Pradesh,GUNTUR,2003,Kharif     ,other oilseeds,36,41,50,7,150
Andhra Pradesh,GUNTUR,2003,Kharif     ,Papaya,37,42,55,176,13856
Andhra Pradesh,GUNTUR,2003,Kharif     ,Rice,36,40,54,255607,1000190
Andhra Pradesh,GUNTUR,2003,Kharif     ,Sapota,34,45,52,1386,10826
Andhra Pradesh,GUNTUR,2003,Kharif     ,Sesamum,34,55,62,1483,449
Andhra Pradesh,GUNTUR,2003,Kharif     ,Soyabean,35,50,59,439,1277
Andhra Pradesh,GUNTUR,2003,Kharif     ,Sugarcane,25,55,55,470,46102
Andhra Pradesh,GUNTUR,2003,Kharif     ,Tomato,36,35,45,462,6642
Andhra Pradesh,GUNTUR,2003,Kharif     ,Turmeric,37,40,46,4854,38817
Andhra Pradesh,GUNTUR,2003,Kharif     ,Urad,36,41,50,1057,1517
Andhra Pradesh,GUNTUR,2003,Rabi       ,Arhar/Tur,37,42,55,193,301
Andhra Pradesh,GUNTUR,2003,Rabi       ,Bajra,36,40,54,62,68
Andhra Pradesh,GUNTUR,2003,Rabi       ,Brinjal,34,45,52,532,12483
Andhra Pradesh,GUNTUR,2003,Rabi       ,Cabbage,34,55,62,29,357
Andhra Pradesh,GUNTUR,2003,Rabi       ,Castor seed,35,50,59,11,16
Andhra Pradesh,GUNTUR,2003,Rabi       ,Cotton(lint),25,55,55,22,115
Andhra Pradesh,GUNTUR,2003,Rabi       ,Dry chillies,36,35,45,2078,10500
Andhra Pradesh,GUNTUR,2003,Rabi       ,Gram,37,40,46,5945,13691
Andhra Pradesh,GUNTUR,2003,Rabi       ,Groundnut,36,41,50,3839,19771
Andhra Pradesh,GUNTUR,2003,Rabi       ,Jowar,37,42,55,21907,150983
Andhra Pradesh,GUNTUR,2003,Rabi       ,Maize,36,40,54,63701,611020
Andhra Pradesh,GUNTUR,2003,Rabi       ,Moong(Green Gram),34,45,52,47589,61199
Andhra Pradesh,GUNTUR,2003,Rabi       ,Onion,34,55,62,40,707
Andhra Pradesh,GUNTUR,2003,Rabi       ,Ragi,35,50,59,400,595
Andhra Pradesh,GUNTUR,2003,Rabi       ,Rapeseed &Mustard,25,55,55,330,8
Andhra Pradesh,GUNTUR,2003,Rabi       ,Rice,36,35,45,29695,111742
Andhra Pradesh,GUNTUR,2003,Rabi       ,Sesamum,37,40,46,1380,261
Andhra Pradesh,GUNTUR,2003,Rabi       ,Soyabean,36,41,50,4,12
Andhra Pradesh,GUNTUR,2003,Rabi       ,Sunflower,37,42,55,86,83
Andhra Pradesh,GUNTUR,2003,Rabi       ,Sweet potato,36,40,54,9,99
Andhra Pradesh,GUNTUR,2003,Rabi       ,Tobacco,34,45,52,4991,14559
Andhra Pradesh,GUNTUR,2003,Rabi       ,Tomato,34,55,62,524,7100
Andhra Pradesh,GUNTUR,2003,Rabi       ,Urad,35,50,59,30401,31799
Andhra Pradesh,GUNTUR,2003,Whole Year ,Coconut ,25,55,55,112,2428000
Andhra Pradesh,GUNTUR,2003,Whole Year ,Rice,36,35,45,285302,1111932
Andhra Pradesh,KRISHNA,2003,Kharif     ,Arhar/Tur,34,55,62,10700,3400
Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint),35,50,59,26400,63300
Andhra Pradesh,KRISHNA,2003,Kharif     ,Dry chillies,25,55,55,5100,14500
Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut,36,35,45,4300,4800
Andhra Pradesh,KRISHNA,2003,Kharif     ,Jowar,37,40,46,500,300
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,36,41,50,5900,10500
Andhra Pradesh,KRISHNA,2003,Kharif     ,Mesta,37,42,55,100,800
Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram),36,40,54,26700,10200
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,34,45,52,257900,699400
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum,34,55,62,300,100
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sugarcane,35,50,59,15400,1634000
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sunflower,25,55,55,2200,1100
Andhra Pradesh,KRISHNA,2003,Kharif     ,Tobacco,36,35,45,7700,6900
Andhra Pradesh,KRISHNA,2003,Kharif     ,Urad,37,40,46,5200,900
Andhra Pradesh,KRISHNA,2003,Rabi       ,Dry chillies,36,41,50,1800,3000
Andhra Pradesh,KRISHNA,2003,Rabi       ,Groundnut,37,42,55,11200,19900
Andhra Pradesh,KRISHNA,2003,Rabi       ,Horse-gram,36,40,54,800,400
Andhra Pradesh,KRISHNA,2003,Rabi       ,Jowar,34,45,52,2200,2000
Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize,34,55,62,2200,8200
Andhra Pradesh,KRISHNA,2003,Rabi       ,Moong(Green Gram),35,50,59,2500,1600
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice,25,55,55,116300,393500
Andhra Pradesh,KRISHNA,2003,Rabi       ,Sesamum,36,35,45,2400,300
Andhra Pradesh,KRISHNA,2003,Rabi       ,Urad,37,40,46,90600,55900
Andhra Pradesh,KRISHNA,2003,Kharif     ,Arhar/Tur,36,41,50,8800,5000
Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint),37,42,55,41300,32500
Andhra Pradesh,KRISHNA,2003,Kharif     ,Dry chillies,36,40,54,9500,34600
Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut,34,45,52,4000,3300
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,34,55,62,3000,6200
Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram),35,50,59,25000,15600
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,25,55,55,280800,759900
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum,36,35,45,400,100
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sunflower,37,40,46,1200,900
Andhra Pradesh,KRISHNA,2003,Kharif     ,Urad,36,41,50,2700,2100
Andhra Pradesh,KRISHNA,2003,Rabi       ,Arhar/Tur,37,42,55,100,100
Andhra Pradesh,KRISHNA,2003,Rabi       ,Dry chillies,36,40,54,2700,5700
Andhra Pradesh,KRISHNA,2003,Rabi       ,Gram,34,45,52,100,100
Andhra Pradesh,KRISHNA,2003,Rabi       ,Groundnut,34,55,62,9100,15100
Andhra Pradesh,KRISHNA,2003,Rabi       ,Horse-gram,35,50,59,1200,300
Andhra Pradesh,KRISHNA,2003,Rabi       ,Jowar,25,55,55,100,100
Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize,36,35,45,1700,8600
Andhra Pradesh,KRISHNA,2003,Rabi       ,Moong(Green Gram),37,40,46,2900,2100
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice,36,41,50,134500,491200
Andhra Pradesh,KRISHNA,2003,Rabi       ,Sesamum,37,42,55,1700,400
Andhra Pradesh,KRISHNA,2003,Rabi       ,Urad,36,40,54,80300,61100
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sugarcane,34,45,52,17300,1852600
Andhra Pradesh,KRISHNA,2003,Whole Year ,Tobacco,34,55,62,8000,15400
Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint),35,50,59,31696,52392
Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut,25,55,55,3674,3810
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,36,35,45,5147,14623
Andhra Pradesh,KRISHNA,2003,Kharif     ,Masoor,37,40,46,10307,7978
Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram),36,41,50,24856,17648
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,37,42,55,278415,834490
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum,36,40,54,2644,637
Andhra Pradesh,KRISHNA,2003,Kharif     ,Urad,34,45,52,2957,1804
Andhra Pradesh,KRISHNA,2003,Rabi       ,Gram,34,55,62,34,38
Andhra Pradesh,KRISHNA,2003,Rabi       ,Groundnut,35,50,59,6809,13223
Andhra Pradesh,KRISHNA,2003,Rabi       ,Horse-gram,25,55,55,586,213
Andhra Pradesh,KRISHNA,2003,Rabi       ,Jowar,36,35,45,93,24
Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize,37,40,46,2301,11139
Andhra Pradesh,KRISHNA,2003,Rabi       ,Moong(Green Gram),36,41,50,2381,979
Andhra Pradesh,KRISHNA,2003,Rabi       ,Ragi,37,42,55,1,2
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rapeseed &Mustard,36,40,54,13,2
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice,34,45,52,127888,457596
Andhra Pradesh,KRISHNA,2003,Rabi       ,Safflower,34,55,62,12,3
Andhra Pradesh,KRISHNA,2003,Rabi       ,Sesamum,35,50,59,320,74
Andhra Pradesh,KRISHNA,2003,Rabi       ,Urad,25,55,55,82454,73054
Andhra Pradesh,KRISHNA,2003,Whole Year ,Dry chillies,36,35,45,12985,38332
Andhra Pradesh,KRISHNA,2003,Whole Year ,Onion,37,40,46,105,1735
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sugarcane,36,41,50,15572,1825668
Andhra Pradesh,KRISHNA,2003,Whole Year ,Tobacco,37,42,55,3693,3711
Andhra Pradesh,KRISHNA,2003,Kharif     ,Arhar/Tur,36,40,54,9762,6316
Andhra Pradesh,KRISHNA,2003,Kharif     ,Bajra,34,45,52,1,1
Andhra Pradesh,KRISHNA,2003,Kharif     ,Castor seed,34,55,62,14,4
Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint),35,50,59,29437,64069
Andhra Pradesh,KRISHNA,2003,Kharif     ,Dry chillies,25,55,55,8952,30016
Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut,36,35,45,2979,2333
Andhra Pradesh,KRISHNA,2003,Kharif     ,Jowar,37,40,46,2,1
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,36,41,50,7375,19205
Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram),37,42,55,25281,7003
Andhra Pradesh,KRISHNA,2003,Kharif     ,Onion,36,40,54,11,154
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,34,45,52,281343,868787
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum,34,55,62,3292,764
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sunflower,35,50,59,58,77
Andhra Pradesh,KRISHNA,2003,Kharif     ,Urad,25,55,55,4526,267
Andhra Pradesh,KRISHNA,2003,Rabi       ,Arhar/Tur,36,35,45,65,42
Andhra Pradesh,KRISHNA,2003,Rabi       ,Dry chillies,37,40,46,1987,4099
Andhra Pradesh,KRISHNA,2003,Rabi       ,Gram,36,41,50,4,10
Andhra Pradesh,KRISHNA,2003,Rabi       ,Groundnut,37,42,55,5937,14065
Andhra Pradesh,KRISHNA,2003,Rabi       ,Horse-gram,36,40,54,640,135
Andhra Pradesh,KRISHNA,2003,Rabi       ,Jowar,34,45,52,65,27
Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize,34,55,62,3009,16200
Andhra Pradesh,KRISHNA,2003,Rabi       ,Moong(Green Gram),35,50,59,2748,1333
Andhra Pradesh,KRISHNA,2003,Rabi       ,Onion,25,55,55,51,897
Andhra Pradesh,KRISHNA,2003,Rabi       ,Other  Rabi pulses,36,35,45,1,0
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rapeseed &Mustard,37,40,46,263,19
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice,36,41,50,112917,408308
Andhra Pradesh,KRISHNA,2003,Rabi       ,Sesamum,37,42,55,470,98
Andhra Pradesh,KRISHNA,2003,Rabi       ,Urad,36,40,54,99735,107614
Andhra Pradesh,KRISHNA,2003,Whole Year ,Arecanut,34,45,52,4,11
Andhra Pradesh,KRISHNA,2003,Whole Year ,Banana,34,55,62,1363,26208
Andhra Pradesh,KRISHNA,2003,Whole Year ,Cashewnut,35,50,59,824,180
Andhra Pradesh,KRISHNA,2003,Whole Year ,Coconut ,25,55,55,1520,16273950
Andhra Pradesh,KRISHNA,2003,Whole Year ,Dry ginger,36,35,45,15,28
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sugarcane,37,40,46,12658,1382481
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sweet potato,36,41,50,35,474
Andhra Pradesh,KRISHNA,2003,Whole Year ,Tapioca,37,42,55,4,31
Andhra Pradesh,KRISHNA,2003,Whole Year ,Tobacco,36,40,54,2669,7177
Andhra Pradesh,KRISHNA,2003,Whole Year ,Turmeric,34,45,52,2713,12184
Andhra Pradesh,KRISHNA,2003,Kharif     ,Arhar/Tur,34,55,62,7714,4922
Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint),35,50,59,35374,77615
Andhra Pradesh,KRISHNA,2003,Kharif     ,Dry chillies,25,55,55,9791,34885
Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut,36,35,45,1720,1369
Andhra Pradesh,KRISHNA,2003,Kharif     ,Jowar,37,40,46,123,70
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,36,41,50,4512,12061
Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram),37,42,55,18212,11656
Andhra Pradesh,KRISHNA,2003,Kharif     ,Onion,36,40,54,10,139
Andhra Pradesh,KRISHNA,2003,Kharif     ,Other Kharif pulses,34,45,52,389,232
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,34,55,62,245114,714507
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum,35,50,59,1815,305
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sunflower,25,55,55,34,38
Andhra Pradesh,KRISHNA,2003,Kharif     ,Urad,36,35,45,4446,1605
Andhra Pradesh,KRISHNA,2003,Rabi       ,Arhar/Tur,37,40,46,80,51
Andhra Pradesh,KRISHNA,2003,Rabi       ,Dry chillies,36,41,50,1417,2850
Andhra Pradesh,KRISHNA,2003,Rabi       ,Gram,37,42,55,30,56
Andhra Pradesh,KRISHNA,2003,Rabi       ,Groundnut,36,40,54,4757,10665
Andhra Pradesh,KRISHNA,2003,Rabi       ,Horse-gram,34,45,52,617,334
Andhra Pradesh,KRISHNA,2003,Rabi       ,Jowar,34,55,62,730,539
Andhra Pradesh,KRISHNA,2003,Rabi       ,Maize,35,50,59,2707,17522
Andhra Pradesh,KRISHNA,2003,Rabi       ,Moong(Green Gram),25,55,55,1947,648
Andhra Pradesh,KRISHNA,2003,Rabi       ,Onion,36,35,45,59,933
Andhra Pradesh,KRISHNA,2003,Rabi       ,Ragi,37,40,46,5,9
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rapeseed &Mustard,36,41,50,89,23
Andhra Pradesh,KRISHNA,2003,Rabi       ,Rice,37,42,55,98472,358635
Andhra Pradesh,KRISHNA,2003,Rabi       ,Sesamum,36,40,54,187,47
Andhra Pradesh,KRISHNA,2003,Rabi       ,Urad,34,45,52,120196,114427
Andhra Pradesh,KRISHNA,2003,Whole Year ,Arecanut,34,55,62,4,7
Andhra Pradesh,KRISHNA,2003,Whole Year ,Banana,35,50,59,1556,3946
Andhra Pradesh,KRISHNA,2003,Whole Year ,Cashewnut,25,55,55,803,220
Andhra Pradesh,KRISHNA,2003,Whole Year ,Coconut ,36,35,45,1789,19782864
Andhra Pradesh,KRISHNA,2003,Whole Year ,Coriander,37,40,46,25,19
Andhra Pradesh,KRISHNA,2003,Whole Year ,Dry ginger,36,41,50,14,37
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sugarcane,37,42,55,10690,1112198
Andhra Pradesh,KRISHNA,2003,Whole Year ,Sweet potato,36,40,54,12,160
Andhra Pradesh,KRISHNA,2003,Whole Year ,Tapioca,34,45,52,7,58
Andhra Pradesh,KRISHNA,2003,Whole Year ,Tobacco,34,55,62,3784,6551
Andhra Pradesh,KRISHNA,2003,Whole Year ,Turmeric,35,50,59,2081,7976
Andhra Pradesh,KRISHNA,2003,Kharif     ,Arhar/Tur,25,55,55,7425,3438
Andhra Pradesh,KRISHNA,2003,Kharif     ,Castor seed,36,35,45,17,4
Andhra Pradesh,KRISHNA,2003,Kharif     ,Cotton(lint),37,40,46,31367,57937
Andhra Pradesh,KRISHNA,2003,Kharif     ,Dry chillies,36,41,50,12584,31573
Andhra Pradesh,KRISHNA,2003,Kharif     ,Groundnut,37,42,55,985,977
Andhra Pradesh,KRISHNA,2003,Kharif     ,Jowar,36,40,54,81,27
Andhra Pradesh,KRISHNA,2003,Kharif     ,Maize,34,45,52,5834,5653
Andhra Pradesh,KRISHNA,2003,Kharif     ,Moong(Green Gram),34,55,62,15051,5072
Andhra Pradesh,KRISHNA,2003,Kharif     ,Onion,35,50,59,16,203
Andhra Pradesh,KRISHNA,2003,Kharif     ,Rice,25,55,55,243910,761243
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sesamum,36,35,45,1395,134
Andhra Pradesh,KRISHNA,2003,Kharif     ,Sunflower,37,40,46,21,23
Andhra Pradesh,KRISHNA,2004,Kharif     ,Urad,36,41,50,4913,255
Andhra Pradesh,KRISHNA,2004,Rabi       ,Arhar/Tur,37,42,55,126,58
Andhra Pradesh,KRISHNA,2004,Rabi       ,Dry chillies,36,40,54,1000,1663
Andhra Pradesh,KRISHNA,2004,Rabi       ,Gram,34,45,52,48,63
Andhra Pradesh,KRISHNA,2004,Rabi       ,Groundnut,34,55,62,3447,6449
Andhra Pradesh,KRISHNA,2004,Rabi       ,Horse-gram,35,50,59,404,149
Andhra Pradesh,KRISHNA,2004,Rabi       ,Jowar,25,55,55,866,695
Andhra Pradesh,KRISHNA,2004,Rabi       ,Maize,36,35,45,4186,29002
Andhra Pradesh,KRISHNA,2004,Rabi       ,Moong(Green Gram),37,40,46,3956,3011
Andhra Pradesh,KRISHNA,2004,Rabi       ,Onion,36,41,50,107,1347
Andhra Pradesh,KRISHNA,2004,Rabi       ,other oilseeds,37,42,55,1458,1809
Andhra Pradesh,KRISHNA,2004,Rabi       ,Rapeseed &Mustard,36,40,54,965,89
Andhra Pradesh,KRISHNA,2004,Rabi       ,Rice,34,45,52,2185,5688
Andhra Pradesh,KRISHNA,2004,Rabi       ,Sesamum,34,55,62,303,55
Andhra Pradesh,KRISHNA,2004,Rabi       ,Urad,35,50,59,161327,145033
Andhra Pradesh,KRISHNA,2004,Whole Year ,Arecanut,25,55,55,18,26
Andhra Pradesh,KRISHNA,2004,Whole Year ,Banana,36,35,45,1346,20586
Andhra Pradesh,KRISHNA,2004,Whole Year ,Beans & Mutter(Vegetable),37,40,46,182,922
Andhra Pradesh,KRISHNA,2004,Whole Year ,Bhindi,36,41,50,656,5093
Andhra Pradesh,KRISHNA,2004,Whole Year ,Bottle Gourd,37,42,55,135,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Brinjal,36,40,54,906,11965
Andhra Pradesh,KRISHNA,2004,Whole Year ,Cabbage,34,45,52,341,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Cashewnut,34,55,62,478,59
Andhra Pradesh,KRISHNA,2004,Whole Year ,Citrus Fruit,35,50,59,612,2718
Andhra Pradesh,KRISHNA,2004,Whole Year ,Coconut ,25,55,55,1889,21255984
Andhra Pradesh,KRISHNA,2004,Whole Year ,Coriander,36,35,45,14,8
Andhra Pradesh,KRISHNA,2004,Whole Year ,Cucumber,37,40,46,681,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Dry ginger,36,41,50,12,20
Andhra Pradesh,KRISHNA,2004,Whole Year ,Mango,37,42,55,62800,234926
Andhra Pradesh,KRISHNA,2004,Whole Year ,Orange,36,40,54,47,841
Andhra Pradesh,KRISHNA,2004,Whole Year ,Other Fresh Fruits,34,45,52,396,1217
Andhra Pradesh,KRISHNA,2004,Whole Year ,Other Vegetables,34,55,62,2364,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Papaya,35,50,59,23,3000
Andhra Pradesh,KRISHNA,2004,Whole Year ,Peas  (vegetable),25,55,55,3,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Pome Fruit,36,35,45,986,8591
Andhra Pradesh,KRISHNA,2004,Whole Year ,Sugarcane,37,40,46,15203,1535260
Andhra Pradesh,KRISHNA,2004,Whole Year ,Sweet potato,36,41,50,12,130
Andhra Pradesh,KRISHNA,2004,Whole Year ,Tapioca,37,42,55,2,12
Andhra Pradesh,KRISHNA,2004,Whole Year ,Tobacco,36,40,54,3832,9414
Andhra Pradesh,KRISHNA,2004,Whole Year ,Tomato,34,45,52,1322,9348
Andhra Pradesh,KRISHNA,2004,Whole Year ,Turmeric,34,55,62,1711,8141
Andhra Pradesh,KRISHNA,2004,Kharif     ,Arhar/Tur,35,50,59,9632,6357
Andhra Pradesh,KRISHNA,2004,Kharif     ,Bajra,25,55,55,10,14
Andhra Pradesh,KRISHNA,2004,Kharif     ,Castor seed,36,35,45,18,8
Andhra Pradesh,KRISHNA,2004,Kharif     ,Cotton(lint),37,40,46,35436,104849
Andhra Pradesh,KRISHNA,2004,Kharif     ,Dry chillies,36,41,50,11962,36939
Andhra Pradesh,KRISHNA,2004,Kharif     ,Gram,37,42,55,2,4
Andhra Pradesh,KRISHNA,2004,Kharif     ,Groundnut,36,40,54,1023,1112
Andhra Pradesh,KRISHNA,2004,Kharif     ,Horse-gram,34,45,52,79,29
Andhra Pradesh,KRISHNA,2004,Kharif     ,Jowar,34,55,62,147,435
Andhra Pradesh,KRISHNA,2004,Kharif     ,Maize,35,50,59,6576,11284
Andhra Pradesh,KRISHNA,2004,Kharif     ,Moong(Green Gram),25,55,55,21446,12803
Andhra Pradesh,KRISHNA,2004,Kharif     ,Onion,36,35,45,7,102
Andhra Pradesh,KRISHNA,2004,Kharif     ,Rice,37,40,46,222367,526565
Andhra Pradesh,KRISHNA,2004,Kharif     ,Sesamum,36,41,50,3388,993
Andhra Pradesh,KRISHNA,2004,Kharif     ,Sunflower,37,42,55,511,600
Andhra Pradesh,KRISHNA,2004,Kharif     ,Urad,36,40,54,4314,2657
Andhra Pradesh,KRISHNA,2004,Rabi       ,Dry chillies,34,45,52,1365,2882
Andhra Pradesh,KRISHNA,2004,Rabi       ,Gram,34,55,62,153,274
Andhra Pradesh,KRISHNA,2004,Rabi       ,Groundnut,35,50,59,6570,10959
Andhra Pradesh,KRISHNA,2004,Rabi       ,Horse-gram,25,55,55,635,344
Andhra Pradesh,KRISHNA,2004,Rabi       ,Jowar,36,35,45,1209,2271
Andhra Pradesh,KRISHNA,2004,Rabi       ,Maize,37,40,46,5626,31506
Andhra Pradesh,KRISHNA,2004,Rabi       ,Moong(Green Gram),36,41,50,27374,8732
Andhra Pradesh,KRISHNA,2004,Rabi       ,Onion,37,42,55,85,935
Andhra Pradesh,KRISHNA,2004,Rabi       ,other oilseeds,36,40,54,1881,
Andhra Pradesh,KRISHNA,2004,Rabi       ,Rapeseed &Mustard,34,45,52,347,86
Andhra Pradesh,KRISHNA,2004,Rabi       ,Rice,34,55,62,7486,19359
Andhra Pradesh,KRISHNA,2004,Rabi       ,Sesamum,35,50,59,1319,272
Andhra Pradesh,KRISHNA,2004,Rabi       ,Urad,25,55,55,104579,41309
Andhra Pradesh,KRISHNA,2004,Whole Year ,Arecanut,36,35,45,18,13
Andhra Pradesh,KRISHNA,2004,Whole Year ,Banana,37,40,46,1249,15574
Andhra Pradesh,KRISHNA,2004,Whole Year ,Beans & Mutter(Vegetable),36,41,50,290,1985
Andhra Pradesh,KRISHNA,2004,Whole Year ,Bhindi,37,42,55,610,5673
Andhra Pradesh,KRISHNA,2004,Whole Year ,Bottle Gourd,36,40,54,106,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Brinjal,34,45,52,905,17203
Andhra Pradesh,KRISHNA,2004,Whole Year ,Cabbage,34,55,62,288,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Cashewnut,35,50,59,355,95
Andhra Pradesh,KRISHNA,2004,Whole Year ,Citrus Fruit,25,55,55,646,3418
Andhra Pradesh,KRISHNA,2004,Whole Year ,Coconut ,36,35,45,1726,20407920
Andhra Pradesh,KRISHNA,2004,Whole Year ,Coriander,37,40,46,11,8
Andhra Pradesh,KRISHNA,2004,Whole Year ,Cucumber,36,41,50,687,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Dry ginger,37,42,55,13,37
Andhra Pradesh,KRISHNA,2004,Whole Year ,Mango,36,40,54,62652,147294
Andhra Pradesh,KRISHNA,2004,Whole Year ,Orange,34,45,52,49,743
Andhra Pradesh,KRISHNA,2004,Whole Year ,Other Fresh Fruits,34,55,62,351,1453
Andhra Pradesh,KRISHNA,2004,Whole Year ,Other Vegetables,35,50,59,2502,0
Andhra Pradesh,KRISHNA,2004,Whole Year ,Papaya,25,55,55,18,1635
Andhra Pradesh,KRISHNA,2004,Whole Year ,Pome Fruit,36,35,45,981,11741
Andhra Pradesh,KRISHNA,2004,Whole Year ,Sugarcane,37,40,46,17524,1322046
Andhra Pradesh,KRISHNA,2004,Whole Year ,Sweet potato,36,41,50,22,159
Andhra Pradesh,KRISHNA,2004,Whole Year ,Tobacco,37,42,55,4136,7924
Andhra Pradesh,KRISHNA,2004,Whole Year ,Tomato,36,40,54,1650,16110
Andhra Pradesh,KRISHNA,2004,Whole Year ,Turmeric,34,45,52,1410,12243
Andhra Pradesh,KRISHNA,2004,Kharif     ,Arhar/Tur,34,55,62,8614,4789
Andhra Pradesh,KRISHNA,2004,Kharif     ,Cotton(lint),35,50,59,47915,137544
Andhra Pradesh,KRISHNA,2004,Kharif     ,Dry chillies,25,55,55,9629,39344
Andhra Pradesh,KRISHNA,2004,Kharif     ,Groundnut,36,35,45,2355,5676
Andhra Pradesh,KRISHNA,2004,Kharif     ,Jowar,37,40,46,455,243
Andhra Pradesh,KRISHNA,2004,Kharif     ,Maize,36,41,50,7788,35467
Andhra Pradesh,KRISHNA,2004,Kharif     ,Moong(Green Gram),37,42,55,13165,7952
Andhra Pradesh,KRISHNA,2004,Kharif     ,Onion,36,40,54,8,136
